0,0,NaN,2021-04-06,2021-04-18,2021-04-30,2021-05-12,2021-05-24,2021-06-05,2021-06-17,2021-06-29,2021-07-11,2021-07-23,2021-08-04,2021-08-16,2021-08-28,2021-09-09,2021-09-21,2021-10-03,2021-10-15,2021-10-27,2022-04-01,2022-04-13,2022-04-25,2022-05-07,2022-05-19,2022-05-31,2022-06-12,2022-07-06,2022-07-18,2022-07-30,2022-08-11,2022-08-23,2022-09-04,2022-09-16,2022-09-28,2022-10-10,2022-10-22,2023-04-08,2023-04-20,2023-05-02,2023-05-14,2023-05-26,2023-06-07,2023-06-19,2023-07-01,2023-07-13,2023-07-25,2023-08-06,2023-08-18,2023-08-30,2023-09-11,2023-09-23,2023-10-05,2023-10-17
49.10482,55.80209,2.701726,15.15641,-7.526975,-5.215567,-6.338249,-4.456048,-3.160689,-4.390457,-4.723801,-5.512798,-6.828782,-5.254332,-6.903836,-7.273167,-9.579844,-10.18925,-10.70896,-9.430145,-12.63598,-7.721749,4.675292,7.505685,6.997983,6.335813,6.357812,7.328017,7.401568,7.906157,7.646695,8.376436,6.682687,7.976713,-3.400024,5.166492,5.298745,5.97282,2.737927,2.588266,3.251458,-0.03816378,-0.3626799,0.7602735,-0.5604889,1.665594,-2.182207,-0.7948399,-2.056087,-0.9427379,-1.789743,-1.63017,-2.307026,-1.330564,-2.63787
49.10752,55.80167,-7.733656,7.353685,7.743268,8.366202,10.44097,9.727421,6.981388,4.405225,9.760499,2.735368,0.6885532,1.25288,6.729414,5.254955,7.034976,7.611534,9.142843,9.205343,10.20207,5.310177,6.460201,9.057753,-3.231567,3.896495,-0.3355182,-1.285597,-6.298587,-3.119336,-2.710025,-1.41524,-6.784968,-0.8689075,-3.826984,-1.831438,-1.510014,-0.5172212,-4.852271,-3.086179,-3.879205,-2.518648,-4.299338,-6.251247,-11.01794,-11.72298,-8.87962,-9.035518,-12.97056,-13.15545,-7.238147,-11.24578,-11.49191,-7.597497,-8.638048
49.10717,55.8017,-1.538012,0.768747,10.78618,5.205534,2.35901,3.27581,3.754583,5.214313,2.842872,1.217976,-2.060293,-3.646142,-1.293051,-1.396549,0.8377875,-1.72641,-0.05060945,0.7574649,-1.340858,-7.002518,-0.5949559,3.088562,-0.05362521,0.9777958,2.391067,0.08076178,0.1821048,-0.8390956,-1.755815,0.5231648,-3.126652,-3.614206,1.156678,0.7169024,-0.7795343,0.0662968,5.263231,0.4799263,-2.471447,-2.341586,-0.7320461,-1.893414,-0.502467,-1.000083,-0.877532,-1.14606,-4.540995,-3.201366,-1.464004,-3.279158,-4.560736,-3.926024,-0.7687092
49.10475,55.80197,1.980099,-6.695024,-5.504891,-2.817392,-4.833947,-2.607957,-3.343035,-3.77962,-2.158154,-6.367724,-4.931274,-4.998488,-5.304696,-7.221122,-5.563091,-9.967401,-10.6515,-8.011135,-11.46526,-12.17733,7.866868,5.053718,9.919258,6.464148,7.840692,8.024466,8.454064,8.596824,8.72344,9.947071,5.41068,6.254874,-14.49639,7.838555,8.1005,8.292882,-1.126759,-0.7022167,0.8617598,-1.292305,0.888034,0.5955389,1.584663,0.3655282,-1.875487,-2.206213,-4.049572,-2.039324,-1.916247,-2.726648,-2.213982,-5.35664,-3.538542
49.1047,55.80197,3.278372,-10.64061,-7.936158,-7.08814,-4.274368,-3.710732,-5.36525,-2.287318,-3.62695,-4.769775,-6.045794,-4.893956,-6.872547,-8.609658,-8.741858,-11.39355,-11.14599,-10.46737,-12.63591,-9.113661,6.618668,6.578634,6.467427,7.266188,6.311531,7.467843,8.557248,10.06182,8.472376,9.683018,7.103729,6.710879,-1.821209,6.408582,4.999668,6.302037,0.3808331,1.861996,2.649569,-0.06669069,0.8359191,-0.4363905,0.5425242,0.5870433,-1.620996,-0.5039703,-0.8358097,-0.5913871,-0.6471743,0.5861697,-0.9319754,-2.035347,-1.133573
49.10454,55.80199,-6.976296,5.794955,8.974035,8.638451,8.354392,7.875759,8.120898,6.36108,9.692505,6.577703,7.065495,7.556368,7.295398,5.248263,0.8730415,5.445176,4.292895,3.006495,4.020829,2.154332,-5.461708,0.4164332,-0.8239655,-0.5287043,-0.6460918,-1.917301,-2.943494,-0.9923512,-0.1272756,-0.8819687,-2.520617,-0.440722,0.7155435,-0.8171468,-0.6422495,1.684041,-6.096368,-6.509556,-5.446249,-4.786858,-3.261672,-7.400851,-7.344596,-7.960616,-8.180434,-7.305165,-9.467637,-7.688949,-8.531732,-10.94668,-9.96063,-9.953443,-9.868552
49.10443,55.802,-7.392034,5.246673,5.27752,8.601983,6.41555,10.01272,10.16489,8.847539,10.75025,10.67674,10.19509,7.896991,6.947978,6.53889,7.241421,7.162879,6.198808,4.011202,5.354827,-2.427729,-7.815526,-5.594834,-10.40058,-1.569234,1.357175,-1.460415,0.6736583,2.773719,-0.9594443,-0.8622644,-1.316524,-2.813446,-4.022528,-3.847768,-6.584836,-6.448914,-10.77663,-6.935559,-6.839676,-4.083245,-5.175525,-4.992508,-6.447901,-4.895369,-6.898308,-6.49998,-6.314174,-8.036737,-9.833807,-10.07142,-10.20875,-7.951751,-8.44501
49.10433,55.80201,-7.180618,8.019441,8.144629,8.343302,8.244037,8.067741,7.913609,7.830317,8.484151,6.6621,7.113523,6.212443,6.119375,4.867568,5.406056,6.28212,4.826896,4.604134,4.429,-0.04398607,-1.140267,-0.005922046,1.1619,0.07192654,-0.463357,-0.7796454,-1.847926,0.006873668,-2.407367,-0.9500523,-2.503116,-3.525101,-1.262905,-1.454867,-2.716214,-3.86783,-3.598498,-4.591828,-5.232041,-4.866431,-5.999489,-7.201781,-6.833186,-6.045215,-8.245693,-9.1161,-8.362431,-8.593196,-10.15757,-9.292372,-9.524213,-10.57637,-9.362504
49.10428,55.80202,-6.578435,8.406753,7.911326,8.349853,6.932428,8.324402,7.166361,6.891952,8.085241,3.763885,6.558269,6.803608,5.709683,4.62753,5.710405,4.621669,5.573076,5.044732,5.030429,-5.582706,-0.16434,0.5092314,-0.6722732,-0.517778,-1.406123,-0.7312112,-2.25808,-1.713281,-3.098525,-1.838961,-1.708297,-2.984757,-0.4102582,-1.377801,-2.439592,-0.9149436,-5.098427,-6.661609,-5.395931,-4.381623,-5.373325,-6.265647,-5.841099,-6.157401,-7.275789,-6.619345,-6.779586,-8.95962,-8.199237,-8.056554,-8.161442,-9.788236,-9.119145
49.10423,55.80202,-4.958132,5.942466,5.507959,6.129891,6.09143,5.046396,3.032539,4.857995,7.063137,-0.8286175,1.416721,4.178157,5.787882,3.592995,4.010458,3.22168,4.309083,5.727269,4.740598,12.89724,2.93732,1.999624,5.816655,-0.274108,-1.749855,-0.9318004,-2.4637,-2.007804,-1.505885,-2.757046,-2.657814,-2.239291,-1.664127,-1.89652,-1.758196,-0.3437593,-1.958978,-9.066195,-2.497977,-4.418344,-3.683038,-4.469337,-4.174083,-7.627026,-5.427823,-6.195856,-6.865238,-8.645541,-5.538232,-7.547852,-5.977878,-1.715209,-5.364911
49.10705,55.80159,-1.499591,3.83702,9.230206,4.019167,3.185632,3.765762,3.891454,2.029575,0.4435046,-1.338047,-3.080658,-3.139658,-0.5275146,-1.626391,0.2950698,-0.7170939,-0.5679827,0.811448,-1.031404,6.425504,-1.339071,2.846124,-0.0484832,1.620006,2.902307,0.9620425,2.330307,-1.481034,-4.090044,1.929226,-1.000797,-4.201721,1.750787,-0.3503152,0.4583978,-0.6289467,4.144262,0.2881254,-2.520387,-2.141846,-1.551851,-0.6658959,0.4142227,-0.6382595,-0.7861741,-1.860205,-4.081761,-3.917882,-2.223798,-3.770913,-4.867416,-3.703028,-1.674189
49.1065,55.80165,-0.5078278,-1.845459,-0.3169371,-0.6829712,-6.207458,-3.117083,-0.4946845,7.513512,-2.331908,10.35206,3.599915,-1.281115,-0.5087976,-0.05554236,2.116277,0.1005938,1.315671,3.053907,2.011335,-7.529942,-1.522108,2.28062,1.059949,-1.910024,1.621512,-4.064506,-0.396892,-3.201202,-4.011154,-1.822664,-2.971331,0.4681315,-1.034039,1.152118,-2.541203,0.3049137,1.020808,1.052952,0.7493055,-2.16915,-6.584358,-0.3439646,-0.4478188,2.286177,1.61233,2.515608,-2.490304,-3.5499,0.9353878,-0.3242721,1.944821,0.196028,-0.4998302
49.1047,55.80185,-4.013493,7.822468,6.311563,1.254803,3.645303,10.57923,9.706177,9.798705,5.316387,9.00362,2.664678,2.16795,5.785678,0.03621792,1.93277,-0.9269977,3.47613,4.730078,-0.4069128,-3.279584,-5.552502,3.51685,0.7810618,-6.260904,-7.339366,-2.726888,-4.532272,-3.205063,1.016838,-3.022746,5.365627,-1.052278,-4.094975,-4.081299,-2.378665,-0.06573957,-2.376752,-2.520032,-0.2338963,-4.124793,-0.0107717,1.790926,-1.958185,-6.609568,-4.43766,-9.053356,-0.3513668,-4.388786,-2.458968,-4.137764,-6.745954,-4.870658,-8.584235
49.10444,55.80187,-7.050021,5.532802,8.709846,9.816207,8.057489,9.365749,8.526309,7.976115,9.643573,7.902531,7.653265,7.310965,6.17767,5.047031,-0.7534331,4.810776,3.676563,2.109623,1.968419,3.294587,-2.828339,1.407176,-0.556598,-0.9375702,-0.2004204,-0.5258558,-2.361863,-0.7074264,-0.510958,-0.4020889,-2.437137,-1.869824,-0.525951,-0.9854682,0.5000138,0.8244973,-6.799922,-5.176345,-5.30239,-5.753773,-2.193983,-6.294461,-6.240488,-7.520118,-8.160305,-6.714063,-9.208646,-6.517838,-8.987939,-11.86115,-11.62618,-12.32867,-11.592
49.10434,55.80188,-7.526927,4.85453,6.769666,9.906961,6.502415,9.093521,10.634,8.443357,10.82207,10.8753,10.57635,8.213841,6.021634,8.358305,7.518836,4.743114,6.130743,4.933343,7.061665,-2.002679,-5.802397,-3.573501,-7.165069,-0.04858946,0.7306459,-3.030398,-0.6245653,0.4859383,-1.983634,-1.132864,-2.893051,-3.226975,-2.308047,-3.689553,-5.501366,-5.536128,-8.946048,-6.678864,-6.11971,-6.857178,-4.792791,-5.920627,-6.731862,-6.094967,-6.992743,-7.390555,-6.645411,-7.748697,-8.367192,-9.862524,-9.077442,-8.70924,-8.121608
49.10424,55.8019,-6.968816,7.241451,7.534928,7.980435,7.805339,9.198869,8.025016,7.483038,8.510389,6.730224,7.353068,5.937278,5.684717,5.081076,5.253973,4.982166,4.552689,4.859726,4.311023,2.406726,-0.5375143,0.3470434,0.9477666,0.3723593,-0.7741368,-1.240802,-1.71258,-1.5076,-1.920346,-1.529763,-2.895335,-3.398809,-0.2051392,-1.700911,-2.273989,-2.517711,-4.180526,-5.096686,-4.912725,-5.422828,-6.009818,-6.895686,-7.170516,-5.580045,-7.671053,-7.844158,-7.805204,-7.976073,-9.165291,-8.871872,-9.512547,-10.57738,-9.455603
49.10419,55.8019,-6.614265,7.127178,7.402431,7.824835,7.207431,9.915534,7.399295,6.217785,9.234428,4.672909,6.083872,6.402193,5.378333,3.89576,7.556633,5.108767,5.925073,5.279063,4.161464,3.339199,-1.737668,-0.6819902,-1.097851,0.6683074,-0.9103354,-1.293934,-2.118658,-2.452911,-2.691369,-2.101229,-2.789761,-3.209307,0.7453694,-1.35676,-1.892642,-1.060483,-4.821464,-5.515328,-5.353327,-4.485016,-5.789247,-6.161677,-6.833693,-6.312982,-7.614969,-6.58365,-7.694464,-7.992331,-7.883729,-8.403631,-8.166285,-8.993085,-8.717332
49.10391,55.80193,-6.934285,8.83308,8.229007,6.747546,12.2292,3.721146,11.07283,10.23076,4.408801,7.638087,7.472429,6.150233,9.14347,9.018841,4.590046,4.893678,0.2736148,2.319323,4.813389,8.608395,-2.618091,-2.302386,-0.6818215,-1.073643,-1.963578,-2.347774,-2.008657,-1.715254,-2.255197,-0.8852727,-0.2546739,-2.263731,-2.152882,-3.49775,-3.32642,-3.052831,-3.909475,-4.365876,-4.705159,-6.654539,-6.478317,-4.875791,-6.440907,-8.035752,-6.118529,-9.15354,-6.76932,-9.651342,-8.308158,-7.208323,-8.716949,-9.146936,-7.547125
49.10381,55.80194,-2.773112,6.042487,2.359315,1.694079,1.689829,3.501169,1.522357,2.12675,0.8594775,2.414936,2.416132,-0.2631572,3.310419,3.44835,1.002841,4.325225,0.4910235,4.708271,5.081787,-0.2619074,2.916419,1.802041,-0.2960429,1.178788,2.00933,-1.305032,-3.323022,-2.453562,-2.089517,-3.18734,-1.059886,-2.419864,-2.680257,-1.382077,-1.457037,-2.183264,-1.863304,-2.394574,-3.715288,-1.527122,-1.916155,-4.360462,-1.442294,-3.523527,-3.610553,-2.66653,-7.433939,-4.000851,-2.811858,-4.173678,-0.6164865,1.408733,-2.381791
49.10646,55.80153,0.543211,0.02327117,-0.04702942,-0.928248,-3.86284,-3.894461,-1.461904,-0.09922461,-6.14327,3.591012,0.7648902,-4.575093,-0.8606185,1.709755,-0.001785303,1.653206,1.6055,-0.4230843,1.175815,-2.45858,2.079756,-5.491428,-2.802155,1.939042,-1.045946,2.10259,0.4771714,-0.07877595,-1.720976,0.971027,-1.283485,1.799906,-0.5467677,-0.4638194,-1.940227,-1.157712,2.236088,1.671094,-0.155228,0.2336365,2.303108,0.7444888,1.027272,0.7144924,-1.402607,0.2521755,-0.5338535,-1.574461,-0.3213679,0.5697197,1.349916,0.6777812,2.957784
49.10639,55.80153,-1.016933,-0.9129915,-0.5384025,0.1912275,-5.784105,-1.884892,2.100327,2.923216,-3.820421,9.392742,5.615863,-1.25007,-2.334645,-0.887238,2.069407,2.098216,1.939849,5.677707,4.250411,-2.808962,1.421749,2.333187,3.979747,0.2787361,-2.226762,-2.792246,-1.907463,-5.870762,-3.159395,2.00303,-2.244051,-1.391035,-2.216254,0.3913332,-2.268734,-1.266863,0.9791673,1.065023,3.893878,0.786061,-6.941798,0.01370725,0.4645672,0.5511482,-1.317321,-1.085185,0.147514,-5.834765,-6.376727,0.7135437,2.591959,-0.7265418,-1.265946
