0,0,NaN,2021-04-06,2021-04-18,2021-04-30,2021-05-12,2021-05-24,2021-06-05,2021-06-17,2021-06-29,2021-07-11,2021-07-23,2021-08-04,2021-08-16,2021-08-28,2021-09-09,2021-09-21,2021-10-03,2021-10-15,2021-10-27,2022-04-01,2022-04-13,2022-04-25,2022-05-07,2022-05-19,2022-05-31,2022-06-12,2022-07-06,2022-07-18,2022-07-30,2022-08-11,2022-08-23,2022-09-04,2022-09-16,2022-09-28,2022-10-10,2022-10-22,2023-04-08,2023-04-20,2023-05-02,2023-05-14,2023-05-26,2023-06-07,2023-06-19,2023-07-01,2023-07-13,2023-07-25,2023-08-06,2023-08-18,2023-08-30,2023-09-11,2023-09-23,2023-10-05,2023-10-17
49.10565,55.80123,-1.322315,3.352288,2.436528,1.49761,0.09750016,-0.1743584,1.001536,1.712047,2.578671,-0.09461043,0.9038532,2.365535,-0.07642513,-0.06261669,-0.7805325,0.5893906,-0.09066685,1.075489,2.288193,6.219702,-2.872719,-2.632196,4.564668,-1.623057,9.352262,0.7862543,-0.8829579,-2.101883,1.226403,1.014065,-1.824672,-4.345211,-5.949436,-0.4585581,2.670859,-1.286447,-1.414455,-1.115941,-2.095812,-2.558789,-0.3871057,-1.87981,-2.519829,-1.255585,0.2078575,-3.465275,-0.6683679,-1.084525,-1.197461,-1.853682,-1.738312,-1.169359,-1.86728
49.10549,55.80125,-2.658583,9.105406,6.824461,3.783266,2.360096,1.364975,5.109689,2.779933,1.341226,2.765085,3.194844,2.064633,-0.06006238,1.643494,3.870221,2.067695,3.791047,1.137666,0.5906739,-7.191443,-12.10414,11.07206,9.44953,10.09987,-7.254673,-1.757843,-1.211829,-1.953471,-1.636152,-1.110447,-2.396117,-1.681699,-0.9145728,-1.813227,-2.189206,-1.424277,-0.3694953,-4.824305,-2.376363,-3.732836,-0.7486733,-2.944754,-0.9698042,-2.11083,-3.498699,-2.686754,-3.168067,-2.743923,-2.290965,-1.620738,-2.001503,-3.807212,-2.705365
49.10538,55.80126,-1.19315,-1.721024,3.395108,4.083044,2.632966,2.228016,2.393777,0.9766806,-1.073509,1.980144,2.213151,0.3735203,1.851503,1.033614,1.325023,-0.4762567,-0.3414763,-0.2134122,1.638236,-0.2545627,2.351802,0.8961623,1.272871,1.312095,1.938624,-5.537315,-2.641967,2.16295,-0.5189696,1.358027,0.234912,-2.877029,-1.538735,-2.084361,-3.179096,-1.687134,0.498441,1.064729,-3.10842,-1.738627,-1.705931,-3.036306,2.379237,2.069771,-1.558133,-0.3806992,-1.738231,-2.852724,-0.463084,-2.781952,-0.8943432,-2.784374,0.2878436
49.10533,55.80127,-2.873435,13.38662,2.100728,5.317578,2.760513,2.032112,2.930786,1.711251,3.482088,6.290201,0.711166,-0.5589578,1.912197,3.85666,1.678918,2.652977,2.461739,3.917331,2.95825,-0.2368544,-0.5455108,-1.118869,0.3470051,-0.3953199,1.236131,-2.802363,-2.517902,0.7227076,-1.64213,0.5375736,-0.8456321,-3.098626,-2.890049,-1.196413,-2.246168,-2.045279,-0.7008899,-0.4252748,-3.771697,-6.675078,-6.694047,-2.055299,-0.7602741,12.83079,-3.499459,-4.906969,-3.760486,-2.425676,-3.195791,-7.823985,-3.861148,-5.750529,-1.483997
49.10336,55.80148,-4.846574,0.3935949,6.645431,5.123189,5.126166,0.8009106,8.414351,6.440163,-0.8585419,8.757065,7.657406,3.266733,3.323145,3.579209,2.515076,0.137422,1.967955,4.116899,3.079702,-2.018677,1.379721,-0.1472543,0.5517752,0.0490423,-0.03508292,0.2017458,0.1979136,2.101809,-1.528295,1.427492,0.1592158,0.04342958,-3.024895,-2.103579,-1.964706,-4.668251,-5.210699,-5.687164,-3.414167,-4.212554,-6.675001,-6.995126,-4.062119,-2.316214,-4.011029,-4.376664,-5.343637,-5.219793,-6.964283,-5.526936,-7.837719,-7.244783,-8.935985
49.10325,55.80149,-4.254506,0.2023163,2.197948,2.337998,6.809132,4.275167,5.690948,7.989516,8.894792,5.11734,4.782551,4.168792,4.038111,4.240713,1.857986,1.385299,0.7365218,0.9209028,0.1169466,-3.823894,-0.828723,-0.2823909,-0.7833802,-0.06268927,1.051473,-0.1501513,1.406077,2.834047,2.191409,1.760637,1.66725,-4.676411,-4.562001,-2.766501,-2.337651,-7.010315,-5.876283,-1.810225,-3.436452,-4.660898,-1.332456,-1.508469,-3.33051,-2.648644,-3.654734,-7.416821,-2.584643,-3.305978,-7.36966,-6.823847,-5.548753,-9.249197,-6.326382
49.10319,55.8015,-4.761625,1.095693,3.961482,4.001158,5.454953,4.621153,5.876472,7.012751,6.610863,7.606732,5.591981,4.907727,3.844336,4.180047,2.274818,1.831517,1.787762,1.687679,1.579533,-3.526833,-1.424322,-0.04975919,-0.7619369,-1.61909,0.7035922,0.04928017,0.8903009,1.773954,1.76022,0.5657598,-0.01154371,-3.367493,-1.813445,-1.785119,-2.267411,-3.328825,-4.737638,-3.441468,-4.650712,-4.585999,-2.994259,-3.9574,-4.108349,-4.381829,-4.929709,-6.5543,-3.245353,-5.422516,-5.910548,-6.127245,-6.61797,-8.580956,-9.137601
49.10313,55.80151,-4.249309,14.58252,5.209614,4.967136,7.047869,5.878985,6.259019,7.163606,9.92666,4.874899,2.968525,4.621377,2.918651,3.611225,2.40384,1.925014,1.424626,-5.390591,-3.84278,-5.441705,-0.121667,0.2231782,0.9306085,0.04749333,0.04747937,-0.6470298,1.243195,1.05271,0.9984401,0.6399027,0.7212117,-1.757078,1.561886,-2.504661,-2.319293,-2.721114,-4.296209,-2.622226,-1.90153,-7.069448,-0.4102212,-3.251729,-5.041224,-5.235332,-4.546691,-6.192473,-3.221927,-5.769044,-4.274863,-4.81159,-5.078572,-7.481076,-7.505392
49.10294,55.80153,-2.582698,-1.198459,1.388688,-0.001055572,3.176791,1.852461,2.801064,4.363967,4.892198,4.049542,1.474703,3.251506,2.175212,1.629546,2.235344,-0.4692758,0.9723904,0.9822791,0.9713922,-1.663501,0.1250653,-1.623906,-0.7872572,1.084115,2.950142,-0.2940966,0.8731989,1.572437,2.639422,2.415087,-2.88554,-3.40695,-1.51079,0.4666703,-0.652938,-1.272908,-4.844727,-4.129466,-3.350012,-2.422111,-1.686747,-4.577189,-1.74374,-1.385987,-0.7176818,-1.968614,-3.167205,-2.322864,-2.9391,-4.089804,-5.431972,-3.155842,-7.520941
49.10288,55.80153,-1.764252,-4.344894,-0.9341515,-1.28985,2.703598,1.089266,0.8447503,3.422609,8.798622,3.130576,1.158094,1.723416,4.22512,2.16812,0.8426167,-0.5534251,-0.209423,0.854643,-0.9330302,-4.066347,2.071156,-3.002591,0.1164105,0.1505056,4.686503,-0.2824937,-0.5292373,0.4261082,0.5035457,2.710059,-0.5762315,-3.177663,-3.599637,-2.301404,-0.7026731,-0.9440228,-4.461607,-2.749856,-0.786693,-0.3322511,2.601961,-2.763258,-0.5979468,0.1539497,-0.9904236,-2.633103,-0.9717925,-3.000754,-3.415905,-4.352345,-3.370004,-4.059713,-5.260427
49.10276,55.80155,-1.974656,-0.2461003,-0.4255994,-2.566199,0.09334973,4.164228,-0.3191214,-1.234802,1.46984,3.272292,1.881995,2.253183,0.210962,2.26719,-2.931015,-1.535568,-1.125942,-1.318578,-1.740691,12.26239,5.714256,4.688563,8.458044,7.164456,7.631722,6.502555,-0.4407389,4.03735,0.1484194,1.865952,0.5820336,-4.067697,-6.902606,2.032239,-1.237752,-4.935834,-4.262856,-4.582189,-5.293003,-0.9600517,-1.890065,-6.00312,-2.640871,-5.795663,0.3928291,-4.694027,-1.367657,-2.265916,-1.533868,-1.922409,-5.784156,-2.509333,-2.979049
49.10231,55.8016,-0.05772902,3.171239,-2.409939,-2.879458,-1.765815,8.190812,1.232585,-3.743324,15.06186,-2.868921,0.6436536,-5.446842,-3.875982,-1.156353,10.52447,-1.80547,-1.910972,1.232339,-2.714026,1.121975,-0.3406014,-1.37353,-1.273076,4.938992,-0.7172153,-1.459084,-2.098084,0.6320226,1.90252,-1.854503,-2.870526,-0.2956448,-0.05704523,2.982094,0.967551,1.850284,-0.2297359,-4.53515,1.357933,2.313742,0.9581961,-3.178882,-2.691279,-2.172168,0.9420847,3.553856,-0.261964,-3.46139,-0.6216134,-1.426419,0.922376,2.925428,-1.751277
49.10743,55.80091,-0.6515769,1.806839,2.407595,0.09126976,-0.9906176,0.73313,-0.4340841,-1.090575,0.2707244,-2.832473,0.08609674,0.466397,-0.8844432,1.511712,-3.36621,-1.171189,3.492155,0.7813082,2.017585,-4.454277,-1.382313,1.453487,0.6959966,2.09359,1.586238,-1.214397,1.101982,1.654587,0.2686749,2.322589,-0.9992908,0.7005562,-3.891747,0.4319855,-3.315664,-0.08074278,-2.007369,-2.999895,-2.686513,0.3181899,-1.397899,-1.270929,-0.07113332,-0.4051297,-0.01791042,2.073192,-3.593465,1.588417,-0.6938805,-1.329505,-3.18651,-3.616613,-0.2547017
49.10735,55.80092,0.9116705,-2.687997,-1.497497,-2.065172,-3.207601,-1.311157,-2.712944,-0.8027924,1.933182,-3.286911,0.660734,-0.2622093,0.3374029,0.6299472,4.104294,-1.142145,0.7185203,-2.597273,-1.065521,-4.957548,-2.524455,-0.1364349,-1.432574,2.591321,0.4835694,-0.4510422,-0.7145222,-1.630217,-1.465948,0.7880017,-1.637702,0.4983408,0.699756,0.0001752691,-1.597525,-0.7234198,0.8399475,2.809096,3.914716,1.513824,2.954469,-0.5588017,-3.152958,1.306641,0.2951556,1.14892,0.2298155,2.568015,1.449045,-0.3832042,3.389684,-0.912849,-1.261444
49.10726,55.80093,1.150843,-4.711079,-2.414951,-2.759445,-0.04269588,-1.428961,-2.306782,-0.04375562,2.02587,0.566191,1.301236,-1.196057,1.174788,1.482986,1.163555,-1.575394,-1.944591,-4.534267,-2.282836,0.4982609,-4.07534,-0.48109,-2.496504,2.501863,-1.610934,-1.078096,1.815185,-1.646875,0.1190345,2.121341,-0.307022,-1.72455,-0.2108285,-1.569679,-2.964442,-1.811252,0.8952271,3.46452,7.262201,-0.250023,3.062,3.597214,-1.822832,3.022192,0.8725137,0.4845251,-1.180502,2.810379,0.238112,3.233222,0.8935241,-0.4918184,-1.121851
49.10693,55.80096,1.621971,-0.8581931,2.624861,1.694447,-1.549788,-2.451882,-2.719199,-0.7456046,3.860399,-1.945181,-1.00676,-1.792253,0.005875011,1.897487,2.75388,-3.025593,-0.2973682,-7.907483,-2.356047,2.25147,-0.7220069,-0.1433892,-3.063712,5.625638,-0.1508707,0.9851555,-2.611228,0.9412916,-1.50119,-3.183978,-2.433068,-0.6266856,-0.4536298,-1.070864,-5.202244,-1.947823,2.614013,2.176349,3.424309,1.415428,1.575337,4.45172,4.720347,3.212975,0.9854531,3.00085,0.9708052,-0.9302043,1.211371,1.043688,2.696341,2.944371,3.83172
49.10641,55.80102,0.4591271,-1.013771,-2.413371,-4.371758,-0.08882869,-1.136144,0.1794005,2.762836,-0.1348964,-0.9037287,-1.959304,-4.253947,-4.320248,4.508215,-2.534326,0.4024208,-0.1425732,0.1690881,2.018484,-0.3920116,2.787246,0.179321,6.897162,-2.772847,0.6112967,0.5797741,1.709508,2.159192,-1.500861,-2.143625,-1.949883,-5.143522,-4.261636,-1.923449,-1.074736,0.8075594,3.029011,2.370268,1.673416,1.074281,0.9464096,-2.477261,1.235042,0.3731885,-0.4854719,-1.472289,-2.220767,0.3238159,-0.0271039,2.066899,1.925607,-0.8419127,3.187974
49.10595,55.80107,5.920702,-10.46168,-11.0092,-9.642004,-6.965271,-9.167388,12.54151,-10.45698,-6.412855,-6.866879,-2.079367,-7.043162,-8.731422,-7.407045,-3.392866,-10.52659,-9.225255,-13.84124,-8.183674,0.6632985,5.224305,1.771157,3.097497,6.075935,-4.00811,-4.757342,5.665273,4.880317,6.187323,7.719487,4.547244,5.121158,4.024612,4.18864,-1.088388,-1.733216,7.021507,2.080148,4.350927,6.32267,4.646681,3.379016,11.11203,6.739261,4.896651,5.630487,3.195314,5.880677,8.173791,4.514435,3.052757,0.07426988,1.292691
49.10555,55.80112,-0.08042629,0.4065951,3.887203,1.549996,-0.883846,-0.7247112,-0.05867007,-0.5610613,-2.161579,1.504452,0.1400884,-0.3972078,-2.760887,-1.884002,-0.8991742,0.1016035,2.362906,0.353569,-0.1709746,1.042399,-5.698897,-0.2486482,1.719267,-1.029513,4.070846,0.002427659,3.200815,-2.390336,-0.4160452,-0.6595043,-4.117293,-2.871922,7.826241,0.09167039,0.1485827,-1.524386,-1.546484,-1.947832,-3.218607,-0.3245344,0.7804663,-0.5807986,1.539626,3.550013,0.3825824,4.920462,-0.1603529,1.141826,-0.8760314,-5.059914,-1.933505,-0.7099108,-0.3789046
49.10541,55.80113,-0.006403121,-3.364322,-1.318726,-3.702882,-0.8202,0.8005068,-0.7169285,0.7295874,1.993682,1.059758,-0.5975547,1.128143,1.087983,0.4184232,1.916136,0.2625622,2.664965,-0.08556999,1.621102,-2.841967,-2.715656,-3.562016,-0.9097365,-4.723592,-0.361302,-1.408621,-1.089423,0.4380778,-0.3693903,0.7269855,0.24933,-0.8938179,0.04741086,-0.4308895,-0.346679,2.264824,0.2619721,0.02106839,-0.3643537,-0.2892112,1.29814,0.5146699,-0.8591809,0.6741648,-1.301132,-0.4009189,-0.4799632,0.137736,0.1123596,0.02315932,0.8913835,1.034666,-0.1292253
49.10536,55.80114,-0.7147969,1.788519,1.503323,0.584765,0.4921539,-0.1787723,0.803298,0.9182602,1.35963,0.954511,-0.8537177,0.3128532,0.6525879,0.7701852,-0.1244528,1.02557,1.406454,0.07789724,-0.5512635,-9.552218,5.876741,4.247095,1.944119,-0.1377092,5.995349,-1.312973,-2.498165,-2.301916,-1.161281,-0.9872391,-3.034269,-1.543787,-1.222602,-0.5373827,-0.8850986,-1.337511,-1.205848,-0.417368,-1.065807,-0.3959359,0.2070397,1.060893,-0.6095988,-0.001405359,-0.9736289,-2.362755,-1.34961,-1.854953,-0.08647838,-1.715374,-0.2508669,-0.6781889,1.488211
49.10531,55.80114,-0.4650404,3.196883,2.424781,1.403182,1.514221,0.4465823,1.177664,1.957882,0.6325769,0.03594708,-1.176221,0.75526,0.1388498,-0.02186253,1.227362,0.3432764,0.06520571,0.2865722,-0.2423407,-1.580665,-6.196487,11.76159,4.846542,8.781684,-13.38268,-2.227631,-1.879658,0.2514097,-0.3075152,-0.9804114,-2.695735,-1.514622,0.7583743,0.1631276,0.1777333,1.095962,2.006268,0.1364212,-0.8793938,-2.43973,1.254401,-1.515826,0.7079563,0.5416458,0.08757455,-2.666013,-1.179621,-1.014359,1.255575,0.2185254,-0.6710921,-2.61667,2.123817
49.10316,55.80138,-4.381058,2.177846,4.635846,4.766856,8.396685,6.602437,6.685497,6.731793,5.598294,3.040464,5.197651,4.099738,4.427069,4.652171,3.973513,3.507204,3.006844,1.987129,1.068939,-4.452068,-2.700456,-0.907294,-1.503432,-1.694265,-1.567203,-2.627875,-0.7832327,-0.6489162,0.1323639,-1.220923,-0.2290581,-1.615207,-4.564371,-1.472256,-0.8452393,-4.401059,-4.927081,-3.374044,-4.117226,-6.115227,-2.22024,-3.103778,-2.086477,-4.524357,-3.182038,-6.23122,-4.796077,-4.960826,-3.416092,-4.630958,-4.948012,-4.36604,-6.291112
49.1031,55.80138,-5.043295,4.863395,4.780325,6.396091,4.221296,3.994762,6.98828,6.232653,4.051178,7.311716,5.717103,3.453838,3.281434,3.883526,3.128457,4.839829,3.946467,5.423387,3.018961,-4.347629,-2.909468,0.6231254,-1.045533,-1.407162,-1.342767,-2.186403,-0.5665841,-1.143271,0.8576952,-2.498562,0.7195741,-2.644193,-2.14184,-0.3926733,-2.442788,1.125517,-5.90601,-5.885535,-5.190048,-5.050525,-4.464199,-3.828382,-4.373662,-5.868765,-5.016171,-5.940923,-5.977193,-7.265377,-3.301793,-4.354806,-5.08187,-8.614354,-6.990753
49.10305,55.80139,-5.053765,6.728414,4.333923,6.041162,5.527673,4.979631,4.512703,4.633217,4.158014,3.47347,3.265699,4.440713,2.875353,3.590686,2.704615,5.186436,4.424974,6.999937,5.486373,-5.84822,-0.8951585,1.002668,0.2068904,1.807578,2.973345,-3.012134,-1.289805,-1.97869,1.293051,-3.034303,-0.4147335,-2.307838,-0.3287298,-2.593954,-4.629162,0.6765564,-5.375986,-4.456661,-2.799387,-6.26769,-2.343355,-4.15928,-5.96363,-6.465296,-5.970286,-6.607236,-6.030227,-5.474575,-4.472225,-4.129003,-6.410132,-8.352635,-6.522449
49.10292,55.8014,-2.619429,3.638133,5.204171,2.777858,2.403914,2.784241,4.703612,3.227307,4.928285,3.765032,5.704969,4.124558,3.111807,5.897831,6.220694,2.768481,4.048178,-1.415884,2.787897,10.77653,0.07789231,-1.774545,-2.448954,5.097974,-5.270763,-5.599802,-1.770416,-1.902619,-1.435778,-1.969541,1.312998,0.7334573,1.080996,-4.666765,-13.21119,-1.197786,-0.2318701,-3.490624,-5.858118,-1.559507,-4.226443,-6.989742,-4.092486,-5.879094,-6.978688,2.238403,2.289467,-3.017648,0.003826646,1.0937,0.7163619,0.2685429,5.800325
49.10225,55.80148,-1.737087,-0.2197171,-1.146666,-0.8495155,0.7494053,-0.1787723,2.840422,2.880587,11.7459,-0.0295195,0.7539009,3.620337,3.697026,3.314219,4.223108,-0.6147096,-1.710933,0.7469715,1.280587,-1.451299,-0.6672047,2.041343,-3.07516,3.518867,-0.6209209,-0.2113835,-2.685645,-0.4325579,1.885875,-0.9018336,-1.782624,-1.524687,1.53923,0.5567582,-3.460508,-0.4284857,-2.575506,-3.182992,-0.1531572,-0.8412305,-0.388413,-0.9635484,-2.704309,-2.818927,-3.004105,-0.5528884,-3.592062,-2.424196,-0.4653958,-2.638545,-1.442899,-2.561379,-2.22542
49.10766,55.80076,-1.346269,11.63262,8.405578,6.971093,-1.475345,-1.449662,5.278405,4.488727,0.2320416,1.44048,0.3148044,-0.5566843,-0.9768249,2.61398,0.6496299,-1.455652,-0.7467368,-1.563342,0.8877347,9.559188,-2.247983,-1.172839,0.3619918,2.366888,-0.3060153,-3.732331,-5.096113,-3.255219,0.7449703,-0.6958614,1.373671,-1.076065,1.476624,1.68957,-1.980177,-1.371381,1.121211,-1.392738,-0.4841913,-2.374652,1.743209,-2.450286,3.049199,-3.719938,-0.2204181,-3.191313,-4.523486,-2.043634,-1.678108,-2.303271,-0.4301349,0.5590703,-2.468704
49.10632,55.8009,0.229107,-5.120127,0.8439068,-1.659523,0.7525368,-1.868138,-0.8087309,4.723145,-0.8826106,0.5786022,-1.70611,-4.039671,-0.1786655,3.78626,-2.308994,-1.499748,-1.302126,-3.047444,1.513041,-2.418843,1.2393,0.3557795,4.295739,-3.682155,-0.3604989,0.2093842,4.473906,2.806223,-0.9787297,0.8018447,-0.6825814,-1.776163,-5.17925,-1.585151,-0.6770283,-1.353182,1.674243,0.5212594,1.29349,0.7513006,1.020809,-1.982733,-0.3280279,-0.7744477,-2.013501,-1.443419,-2.691901,1.289917,1.832612,1.170624,0.2104158,0.8648918,1.817646
49.10599,55.80094,-1.506512,2.314179,5.367834,4.623555,0.2666748,0.8033233,2.011671,4.455739,0.9438989,1.091188,0.2631086,-1.976464,1.219149,0.2252848,-1.910654,0.9730675,2.59595,1.278279,1.922258,-12.39293,1.804023,8.844214,-10.08476,0.227548,0.9095763,1.327716,-4.644472,2.839345,-1.168251,-0.8432062,-0.569036,-2.439637,1.206625,-0.6999698,-0.9209174,0.04120342,-0.5884575,-0.6922459,-2.532598,-0.8852181,0.861092,-1.067338,-4.628019,-2.694844,-2.617984,-3.721247,-1.736334,0.2066379,-1.7434,-1.693416,-1.142522,1.376055,-0.6377587
49.10582,55.80096,0.5903338,-0.8010148,-1.870735,-0.8910264,-1.75508,-0.8911519,-0.170575,-1.768485,1.923879,1.344779,1.173877,-0.7437768,0.4193713,-1.970238,-0.7054439,-0.3139572,0.3568546,-1.174662,-1.770727,-11.03884,-1.677981,0.6934838,-0.9132643,-0.4528356,1.137955,-1.504725,-1.440253,0.6945342,0.1210798,1.858751,-0.03687368,0.1739847,0.07656233,1.808763,-1.858264,-0.9226525,0.9533325,-0.3819648,0.2005414,0.337906,1.187636,5.240732,1.852458,2.091453,0.9237621,-0.04905067,-1.575593,0.1304945,-0.1086676,-1.490289,1.32091,-0.4973589,0.464154
49.10576,55.80096,0.7594976,-1.529017,-1.518883,-2.719841,-2.83027,-0.8790986,-0.180539,-0.2275682,0.6470903,0.2428848,-1.709935,-1.672536,0.7426998,-1.5082,0.7859017,-2.32468,-0.3205649,-0.1390188,-1.422151,1.180179,-3.124336,2.036974,0.5468754,1.192319,2.617958,-1.592549,-1.201008,0.8656653,-0.003379342,0.4782918,-0.02288617,-0.02963651,1.192482,0.152505,-0.03993993,-1.935981,-0.5809342,0.3600743,0.3296304,0.5828902,0.7795138,0.3642955,0.3171913,1.301932,0.205636,2.249175,-0.3947202,1.148187,0.6008079,-0.4921624,1.448895,2.062117,0.7764983
49.10559,55.80098,0.8142797,-2.851273,0.5328458,-1.137298,-0.3418987,-1.024585,-5.879194,-0.1089543,-3.520023,-0.4778344,-0.901275,-0.2983121,-0.08720573,-1.710384,-3.597513,-2.528089,-2.642586,-2.901073,-0.2267079,-10.92676,5.043349,6.944843,4.027813,8.983069,7.639384,-3.645676,-3.54078,-0.9315135,-0.9159428,0.181507,0.2943291,2.636998,10.67217,-2.784057,-3.325113,1.248869,4.064851,2.153843,0.7362961,-2.553488,0.6416635,-0.8374304,-1.099485,-2.300793,-1.876995,1.088049,-1.598618,1.630231,-2.76239,2.16718,2.871222,2.8506,3.738608
49.10548,55.80099,1.930217,-0.5306376,1.830294,2.525807,-0.6468377,-1.42329,-2.355601,-4.096846,-5.961998,-0.7373745,-0.9969051,-2.266904,-4.541283,-4.232971,-0.6381495,-1.26606,-0.4369348,-0.4691775,-2.727486,-2.602418,-4.097463,-0.7037121,-0.0713166,-0.4584123,-5.538407,-0.07760822,3.892878,0.2382443,0.1845711,1.127035,-2.803017,-0.1956578,4.432277,0.0101928,-0.7034587,0.5044798,-0.371755,1.643179,3.117697,2.242207,6.418608,3.203007,3.977797,4.447431,2.982024,4.328028,1.476218,2.873537,0.6632807,-2.695289,-1.277021,-0.9443772,1.903861
49.10533,55.80101,0.134668,-1.78402,-0.5871227,-1.965678,-1.479012,0.5949664,-0.4241747,0.8965271,0.2775541,0.1529652,-0.2212449,0.6941671,0.8295626,0.483121,-0.2373299,-0.2493664,0.2504027,-0.7425592,0.5235279,-1.480741,-0.503661,-1.295301,0.6356575,0.7221044,2.125659,-0.5312533,-2.136191,-0.7120327,-0.8170906,1.212409,0.8228711,-1.34317,-2.044401,-1.643185,-1.103508,1.323398,0.5075794,0.8536487,0.2159449,-0.01047415,1.175004,0.3837481,0.2012938,0.8042212,-1.173681,0.01844832,0.3830824,0.8190614,0.4700577,-0.4064081,0.05792362,-0.8812013,0.2675841
49.10528,55.80102,-0.7298806,1.587112,1.24179,0.4866585,0.06006502,0.6400697,0.6408727,0.8016443,1.439514,1.077556,-0.2162609,1.177214,0.9689428,0.7075933,0.04368868,0.6793514,0.8882185,0.004234649,-0.9566672,-1.100111,5.58096,3.441176,0.3998246,1.701653,6.833482,-1.401747,-2.5899,-2.389811,-3.214883,-0.8662714,-1.383752,-0.9508796,-2.615385,-1.68295,-1.096056,-1.214988,-2.07864,0.2673367,-0.5824568,-0.4069991,1.151417,1.153412,-0.4564551,0.2513736,-1.251433,-2.260338,-0.6637328,-0.4200951,-0.06016678,-2.073705,-1.781757,-1.310845,0.6970138
49.10523,55.80102,0.7889644,7.454352,5.242354,2.359346,0.843654,1.403727,1.639729,-0.3572739,-0.2876171,0.9809105,-0.8769382,-0.1467045,-1.034572,0.7149768,0.843267,1.495426,0.5969266,0.649597,1.072894,11.0411,-4.339735,-10.73695,-10.85892,-13.4893,-9.682841,-1.087412,-1.400915,0.4450902,-1.279996,-0.916516,-1.670844,0.2626736,1.237058,0.4228297,-0.07776872,0.9707963,0.7093205,3.311063,1.037157,0.07607383,2.718632,2.39338,0.8224694,2.62996,1.205793,-0.4505734,1.218312,0.9816219,4.276394,3.916006,0.9616498,2.23254,3.900161
49.10315,55.80125,-5.141107,-1.046903,-1.442609,11.85625,5.792725,8.217687,4.508728,7.693249,9.963638,7.967512,6.346644,6.12015,5.814921,4.232839,-1.877471,1.071559,4.254857,0.902465,11.52147,-10.87006,5.856495,1.751608,1.827324,-0.8003327,-0.1637527,-5.912205,-0.7243592,-3.079106,0.07827229,-3.450334,-0.9678711,-5.480417,-6.555043,-1.309096,-3.101878,-0.7244635,-4.39948,-3.924461,-2.77397,-4.344184,-2.55155,-5.056646,-1.722924,-3.475343,-7.339277,-7.581856,-4.114154,-6.624324,-6.207602,-5.879232,-8.087863,-5.008278,-5.905607
49.10298,55.80127,-4.806759,3.755084,6.00825,6.800255,2.618568,4.729586,1.848541,7.348474,0.2163384,7.181514,0.5095772,5.099648,1.827133,2.95855,0.9342598,7.255246,6.132699,6.875897,2.16663,11.62567,-0.6417584,3.528443,2.601245,4.506383,0.3904281,-4.332501,-0.6666814,-0.7400998,2.365803,-3.796027,-4.212976,-4.746662,-2.052031,-3.646574,-2.32016,3.581955,-5.161324,-5.676659,-3.354187,-4.515952,-3.955445,-3.446069,-3.829027,-4.859282,-4.818873,-6.416715,-8.923316,-7.658046,-4.152254,-2.216967,-4.720051,-7.832477,-6.847903
49.10274,55.8013,-4.982972,5.654924,3.04527,5.560956,6.422397,4.037552,5.743788,4.692399,6.972715,5.703117,4.387706,4.021988,6.311337,4.470117,3.976738,3.811123,2.726989,1.959211,-2.517906,-2.954814,1.048608,2.341618,-1.294147,-1.672049,0.1080973,0.3877026,1.68085,0.7812703,-2.646542,-1.70956,0.3764112,0.6970453,-1.148296,1.118796,-3.637463,-0.483276,-3.662705,-4.555724,-2.478838,-2.177681,-5.783932,-2.853812,-5.679158,-5.37994,-7.663659,-6.156612,-5.933109,-6.825354,-7.443488,-5.276709,-7.961337,-7.824971,-7.132574
49.10616,55.8008,1.02617,-0.1185218,-0.8314377,-0.7212255,-2.790809,-1.455837,-0.7277809,0.8125416,-3.553503,-0.09988683,-0.1678961,-0.7730086,-1.443993,-2.060053,-3.928536,-0.7749339,-0.2062072,-1.598554,-1.323391,3.357385,0.5797866,2.791261,0.3439279,1.408718,0.4207372,-1.616406,-0.4109822,1.070577,-0.0002306488,0.3415713,-1.317816,-1.710393,-0.7895907,1.13843,-0.6427242,-0.07977098,1.20812,1.54198,-0.03698188,0.7581729,0.7757697,-1.327387,1.491234,2.023674,1.248918,1.458991,-0.2172054,0.656419,1.125906,0.9061396,2.219221,1.827024,1.076436
49.10598,55.80082,-1.331933,3.044115,4.543057,2.041198,4.828207,0.9796194,4.268687,2.919528,1.553969,2.108835,0.4508732,0.9831605,-1.990107,2.247118,-3.09783,2.515307,3.435228,3.000432,-0.2725673,-1.785311,-7.050811,-3.701036,-3.99526,-8.978532,-2.736598,-5.358211,-2.451099,-1.187588,0.4893011,0.7853096,0.1180787,2.172085,1.443819,2.771141,2.226725,2.062918,-2.780845,-1.236123,-2.181521,-1.157534,-5.59482,0.2440659,-0.2266411,-0.1927338,-0.1412746,-1.657705,-2.272963,-2.955027,-1.304055,-1.888252,-0.2651226,-1.221816,1.864915
